2,6,0,-100,7/13/2019,Cleveland Indians,Minnesota Twins,88.67,1.12,3.15,Gabe Morales,132,1.17,3.61,2,6,5,91,90,8.5,2019,T BAUER,Central,Eastern,Saturday,19,American League Central,American League Central,AL,AL,R,R,J ODORIZZI,Home,-144,131,-1.5
2,11,0,-100,7/13/2019,16,Los Angeles Dodgers,46,1.24,3.72,Brennan Miller,107,1.07,4.04,2,6,6,94,92,9.5,2019,C SALE,Pacific,Eastern,Saturday,19,National League West,American League East,NL,AL,R,L,R STRIPLING,Home,-169,118,-1.5
1,2,0,-100,7/13/2019,New York Yankees,Toronto Blue Jays,43.33,1.59,6.23,Andy Fletcher,89.67,1.26,5.02,2,6,6,93,90,11.5,2019,J HAPP,Eastern,Eastern,Saturday,13,American League East,American League East,AL,AL,L,L,C RICHARD,Home,-263,-149,-1.5
5,7,0,-100,7/13/2019,San Diego Padres,Atlanta Braves,100.67,1.34,3.75,Chris Segal,96,1.11,3.94,2,6,6,93,92,8.5,2019,J LUCCHESI,Eastern,Pacific,Saturday,20,National League East,National League West,NL,NL,R,L,J TEHERAN,Home,-118,170,-1.5
3,4,0,-100,7/13/2019,Philadelphia Phillies,Washington Nationals,113.33,1.1,3.34,Lance Barrett,110.67,1.28,3.74,2,6,6,91,92,8.5,2019,A NOLA,Eastern,Eastern,Saturday,19,National League East,National League East,NL,NL,L,R,P CORBIN,Home,-117,174,-1.5
9,2,1,62.5,7/13/2019,Los Angeles Angels,Seattle Mariners,28.33,1.66,6.99,CB Bucknor,48,1.52,7.5,2,6,6,96,93,10.5,2019,M HARVEY,Pacific,Pacific,Saturday,21,American League West,American League West,AL,AL,L,R,W LEBLANC,Home,-160,117,-1.5
2,4,0,-100,7/13/2019,Miami Marlins,New York Mets,105.67,1.28,4.68,Jansen Visconti,12,1.42,4.5,2,5,6,92,90,7.5,2019,Z GALLEN,Eastern,Eastern,Saturday,18,National League East,National League East,NL,NL,R,R,N SYNDERGAARD,Home,122,-134,1.5
4,1,1,101,7/13/2019,Kansas City Royals,Detroit Tigers,107,1.12,3.87,Adrian Johnson,110.67,1.43,4.47,2,7,6,87,92,9,2019,B KELLER,Eastern,Central,Saturday,19,American League Central,American League Central,AL,AL,L,R,M BOYD,Home,101,188,-1.5
13,2,1,46.1,7/13/2019,Oakland Athletics,Chicago White Sox,35.33,1.39,4.59,Alfonso Marquez,77.67,1.24,4.29,2,6,6,87,93,9.5,2019,C BASSITT,Central,Pacific,Saturday,16,American League Central,American League West,AL,AL,R,R,D COVEY,Home,-217,-113,-1.5
5,4,1,85.5,7/13/2019,Milwaukee Brewers,San Francisco Giants,111.67,1.18,4.03,Ben May,96.67,1.38,3.07,2,5,6,91,93,8.5,2019,Z DAVIES,Pacific,Central,Saturday,19,National League West,National League Central,NL,NL,L,R,M BUMGARNER,Home,-117,163,-1.5
10,4,1,54.6,7/13/2019,10,Pittsburgh Pirates,74.33,1.29,4.36,Nic Lentz,87.33,1.36,3.92,2,6,5,91,92,9,2019,J LESTER,Eastern,Central,Saturday,14,National League Central,National League Central,NL,NL,R,L,J LYLES,Home,-183,106,-1.5
4,2,1,75.2,7/13/2019,St Louis Cardinals,Arizona Diamondbacks,105,1.25,4.03,John Libka,91.67,1.46,3.53,2,5,6,93,90,8.5,2019,DAK HUDSON,Mountain,Central,Saturday,19,National League West,National League Central,NL,NL,R,R,M KELLY,Home,-133,148,-1.5
9,17,0,-100,7/13/2019,Colorado Rockies,Cincinnati Reds,92.33,1.28,3.51,James Hoye,59.33,1.53,7.13,2,5,5,89,91,13.5,2019,K FREELAND,Eastern,Mountain,Saturday,20,National League Central,National League West,NL,NL,R,L,T ROARK,Home,-110,151,-1.5
3,2,1,73,7/12/2019,Colorado Rockies,Cincinnati Reds,90.33,1.17,3.59,Eric Cooper,107.67,1.35,3.93,1,5,5,88,90,12.5,2019,J GRAY,Eastern,Mountain,Friday,20,National League Central,National League West,NL,NL,R,R,S GRAY,Home,-137,138,-1.5
8,5,1,73,7/12/2019,Kansas City Royals,Detroit Tigers,89.67,1.33,3.31,Marvin Hudson,75.67,1.35,4.28,1,6,6,86,91,9.5,2019,D DUFFY,Eastern,Central,Friday,20,American League Central,American League Central,AL,AL,R,L,S TURNBULL,Home,-137,151,-1.5
3,5,0,-100,7/12/2019,Cleveland Indians,Minnesota Twins,93.67,1.27,4.13,Jerry Meals,24.33,0.99,4.44,1,6,5,90,89,9,2019,M CLEVINGER,Central,Eastern,Friday,19,American League Central,American League Central,AL,AL,R,R,K GIBSON,Home,-149,141,-1.5
13,0,1,62.9,7/12/2019,Los Angeles Angels,Seattle Mariners,114.67,1.23,4.32,Paul Nauert,1,2,0,1,6,6,95,92,9.5,2019,T COLE,Pacific,Pacific,Friday,22,American League West,American League West,AL,AL,R,R,M LEAKE,Home,-159,116,-1.5
3,5,0,-100,7/12/2019,San Diego Padres,Atlanta Braves,25,1.28,3.6,Dana DeMuth,5,1,5.4,1,6,6,92,91,8.5,2019,D LAMET,Eastern,Pacific,Friday,22,National League East,National League West,NL,NL,L,R,D KEUCHEL,Home,-108,-172,1.5
9,8,1,194,7/12/2019,Texas Rangers,Houston Astros,116.67,1.02,3.09,Rob Drake,24,0.83,2.62,2,6,7,92,92,10.5,2019,J CHAVEZ,Central,Central,Friday,20,American League West,American League West,AL,AL,R,R,G COLE,Home,194,126,1.5
8,1,1,89.3,7/12/2019,16,Los Angeles Dodgers,95.67,1.06,3.76,Phil Cuzzi,102.67,1.32,4.65,1,6,6,93,91,10.5,2019,E RODRIGUEZ,Pacific,Eastern,Friday,19,National League West,American League East,NL,AL,R,L,K MAEDA,Home,-112,-169,1.5
7,10,0,-100,7/12/2019,Milwaukee Brewers,San Francisco Giants,55.33,1.41,4.23,Brian Gorman,56.67,1.27,4.29,1,5,6,90,92,10,2019,C ANDERSON,Pacific,Central,Friday,20,National League West,National League Central,NL,NL,R,R,S ANDERSON,Home,-184,106,-1.5
4,3,1,61,7/12/2019,10,Pittsburgh Pirates,78.67,1.45,5.49,Ted Barrett,97,1.33,5.01,1,6,5,90,91,9.5,2019,Y DARVISH,Eastern,Central,Friday,14,National League Central,National League Central,NL,NL,R,R,C ARCHER,Home,-164,120,-1.5
4,0,1,35.8,7/12/2019,New York Yankees,Toronto Blue Jays,92,1.73,6.16,Joe West,74,1.12,3.77,1,6,6,92,89,11,2019,D GERMAN,Eastern,Eastern,Friday,19,American League East,American League East,AL,AL,R,R,AA SANCHEZ,Home,-279,-148,-1.5
0,4,0,-100,7/12/2019,Philadelphia Phillies,Washington Nationals,116.33,1.01,3.64,Dan Iassogna,61.67,1.48,5.84,1,6,6,90,91,9,2019,N PIVETTA,Eastern,Eastern,Friday,18,National League East,National League East,NL,NL,R,R,S STRASBURG,Home,131,-126,1.5
5,1,1,52.6,7/12/2019,Oakland Athletics,Chicago White Sox,95,1.55,5.78,Larry Vanover,101,1.09,3.74,1,5,6,86,92,9,2019,M FIERS,Central,Pacific,Friday,22,American League Central,American League West,AL,AL,R,R,I NOVA,Home,-190,108,-1.5
8,4,1,101,7/12/2019,Miami Marlins,New York Mets,70.67,1.25,3.31,Chris Conroy,72,1,3.5,1,5,6,91,89,8,2019,CA SMITH,Eastern,Eastern,Friday,19,National League East,National League East,NL,NL,L,L,J VARGAS,Home,101,200,-1.5
2,4,0,-100,7/12/2019,St Louis Cardinals,Arizona Diamondbacks,104.67,1.32,3.96,Tom Hallion,9,1.11,2,1,5,6,92,89,8.5,2019,D PONCE DE LEON,Mountain,Central,Friday,20,National League West,National League Central,NL,NL,L,R,R RAY,Home,-127,158,-1.5
4,16,0,-100,7/12/2019,12,Tampa Bay Rays,74.67,0.96,2.89,Sam Holbrook,91,1.3,4.65,1,6,5,92,90,9.5,2019,D BUNDY,Eastern,Eastern,Friday,19,American League East,American League East,AL,AL,R,R,Y CHIRINOS,Home,149,-103,1.5
5,0,1,115,7/11/2019,Texas Rangers,Houston Astros,19.33,1.4,6.52,Mike Winters,115,1.22,3.91,1,5,6,91,91,11,2019,L LYNN,Central,Central,Thursday,20,American League West,American League West,AL,AL,L,R,F VALDEZ,Home,115,-131,1.5
4,3,1,44.4,7/7/2019,8,Miami Marlins,94,1.24,4.02,Marty Foster,17.67,1.47,4.07,3,9,9,88,91,9.5,2019,D KEUCHEL,Eastern,Eastern,Sunday,13,National League East,National League East,NL,NL,R,L,T RICHARDS,Home,-225,-117,-1.5
2,1,1,84.7,7/7/2019,Tampa Bay Rays,New York Yankees,70.33,1.45,4.09,Victor Carapazza,107,1.03,2.36,4,7,10,88,91,8.5,2019,C MORTON,Eastern,Eastern,Sunday,13,American League East,American League East,AL,AL,L,R,J PAXTON,Home,-118,177,-1.5
3,1,1,168,7/7/2019,Chicago White Sox,Chicago Cubs,91.33,1.15,3.45,Tim Timmons,89.33,1.58,6.15,2,9,8,90,86,10.5,2019,I NOVA,Central,Central,Sunday,14,National League Central,American League Central,NL,AL,R,R,K HENDRICKS,Home,168,112,1.5
6,1,1,53.2,7/7/2019,Toronto Blue Jays,Baltimore Orioles,5.33,1.31,6.75,Gary Cederstrom,88.67,1.55,5.18,3,8,9,89,91,11,2019,T THORNTON,Eastern,Eastern,Sunday,13,American League East,American League East,AL,AL,R,R,A WOJCIECHOWSKI,Home,-188,-102,-1.5
11,10,1,60.6,7/7/2019,Houston Astros,Los Angeles Angels,25,1.44,5.4,Mike Estabrook,3.67,1.91,4.9,3,10,8,91,90,10.5,2019,J URQUIDY,Pacific,Central,Sunday,14,American League West,American League West,AL,AL,L,R,J SUAREZ,Home,-165,111,-1.5
3,5,0,-100,7/7/2019,Los Angeles Dodgers,San Diego Padres,89.67,1.13,3.91,Todd Tichenor,41.67,1.22,3.24,4,10,9,91,92,8.5,2019,R STRIPLING,Pacific,Pacific,Sunday,16,National League West,National League West,NL,NL,L,R,J LUCCHESI,Home,-158,131,-1.5
1,0,1,113,7/7/2019,San Francisco Giants,St Louis Cardinals,90,1.29,4.9,Roberto Ortiz,91.67,1.21,4.32,3,8,10,88,90,8.5,2019,J SAMARDZIJA,Central,Pacific,Sunday,16,National League Central,National League West,NL,NL,R,R,J FLAHERTY,Home,113,-152,1.5
5,2,1,42.2,7/7/2019,Washington Nationals,Kansas City Royals,99.33,1.47,5.53,Lance Barksdale,106.33,1.13,3.55,3,9,9,90,89,10,2019,P CORBIN,Central,Eastern,Sunday,13,American League Central,National League East,AL,NL,R,L,J JUNIS,Home,-237,-120,-1.5
1,11,0,-100,7/7/2019,Cincinnati Reds,Cleveland Indians,125,1.18,3.74,David Rackley,88.67,1.2,4.36,2,7,8,88,87,9,2019,T MAHLE,Eastern,Eastern,Sunday,13,American League Central,National League Central,AL,NL,R,R,T BAUER,Home,115,-139,1.5
3,6,0,-100,7/7/2019,Detroit Tigers,Boston Red Sox,78.33,1.14,3.33,Will Little,17.33,1.96,8.83,3,7,10,90,86,10,2019,G SOTO,Eastern,Eastern,Sunday,13,American League East,American League Central,AL,AL,L,L,D PRICE,Home,253,156,1.5
6,5,1,87,7/7/2019,Pittsburgh Pirates,Milwaukee Brewers,52.67,1.27,4.27,D.J. Reyburn,91.67,1.23,4.22,3,10,10,91,89,9.5,2019,J MUSGROVE,Central,Eastern,Sunday,13,National League Central,National League Central,NL,NL,R,R,C ANDERSON,Home,-115,169,-1.5
4,7,0,-100,7/7/2019,Seattle Mariners,Oakland Athletics,22,1.45,4.5,Ryan Blakney,4,1.5,2.25,3,9,9,91,94,9.5,2019,M CARASITI,Pacific,Pacific,Sunday,16,American League West,American League West,AL,AL,R,R,D MENGDEN,Home,119,-137,1.5
1,4,0,-100,7/7/2019,Minnesota Twins,Texas Rangers,2,1,0,Gerry Davis,92.67,1.26,4.18,3,10,9,90,89,10.5,2019,K GIBSON,Central,Central,Sunday,14,American League West,American League Central,AL,AL,R,R,J LECLERC,Home,-181,-102,-1.5
5,3,1,135,7/7/2019,15,Colorado Rockies,121.33,1.23,4.38,Doug Eddings,5,0.8,1.8,3,8,8,89,91,9,2019,A YOUNG,Mountain,Mountain,Sunday,16,National League West,National League West,NL,NL,R,L,G MARQUEZ,Home,135,-125,1.5
3,8,0,-100,7/7/2019,New York Mets,Philadelphia Phillies,104,1.31,3.89,Chris Guccione,114,1.23,4.42,3,9,8,90,90,8.5,2019,Z WHEELER,Eastern,Eastern,Sunday,13,National League East,National League East,NL,NL,R,R,A NOLA,Home,103,202,-1.5
4,0,1,42,7/6/2019,Houston Astros,Los Angeles Angels,36.67,1.23,5.4,Chad Fairchild,109.67,1.04,3.28,2,10,8,90,89,9,2019,G COLE,Pacific,Central,Saturday,19,American League West,American League West,AL,AL,L,R,A HEANEY,Home,-238,-131,-1.5
4,3,1,71.4,7/6/2019,Tampa Bay Rays,New York Yankees,69,1.36,4.04,Jeff Nelson,84.67,1.28,4.89,3,7,10,87,90,8.5,2019,B SNELL,Eastern,Eastern,Saturday,16,American League East,American League East,AL,AL,L,L,C SABATHIA,Home,-140,141,-1.5
4,5,0,-100,7/6/2019,8,Miami Marlins,66,1,3.41,Ron Kulpa,92,1.34,4.11,2,9,9,87,90,9.5,2019,M FRIED,Eastern,Eastern,Saturday,16,National League East,National League East,NL,NL,R,L,CA SMITH,Home,-213,-110,-1.5
4,2,1,92.6,7/6/2019,15,Colorado Rockies,102.67,1.32,3.86,Bill Miller,98.67,1.34,4.1,2,8,8,88,90,9,2019,R RAY,Mountain,Mountain,Saturday,22,National League West,National League West,NL,NL,R,L,J GRAY,Home,-108,-183,1.5
12,2,1,115,7/6/2019,Pittsburgh Pirates,Milwaukee Brewers,13,2.08,7.62,Jordan Baker,10,1.4,2.7,2,10,10,90,88,10,2019,D AGRAZAL,Central,Eastern,Saturday,16,National League Central,National League Central,NL,NL,R,R,A HOUSER,Home,115,-136,1.5
8,4,1,81.3,7/6/2019,San Francisco Giants,St Louis Cardinals,95.33,1.25,4.34,Mike Everitt,109.67,1.17,4.02,2,8,10,87,89,7.5,2019,M BUMGARNER,Central,Pacific,Saturday,22,National League Central,National League West,NL,NL,R,L,M MIKOLAS,Home,-123,173,-1.5
6,5,1,71.9,7/6/2019,New York Mets,Philadelphia Phillies,103.67,1.4,4.43,Hal Gibson III,100.67,1.24,4.56,2,9,8,89,89,8.5,2019,N SYNDERGAARD,Eastern,Eastern,Saturday,19,National League East,National League East,NL,NL,R,R,J ARRIETA,Home,-139,142,-1.5
7,4,1,66.7,7/6/2019,Minnesota Twins,Texas Rangers,19,0.68,1.42,Pat Hoberg,86.67,1.19,4.78,2,10,9,89,88,10,2019,M PINEDA,Central,Central,Saturday,14,American League West,American League Central,AL,AL,R,R,J CHAVEZ,Home,-150,123,-1.5
1,8,0,-100,7/6/2019,Toronto Blue Jays,Baltimore Orioles,89.33,1.25,4.03,Quinn Wolcott,37.33,1.63,6.51,2,8,9,88,90,11,2019,C RICHARD,Eastern,Eastern,Saturday,15,American League East,American League East,AL,AL,R,L,A CASHNER,Home,-143,131,-1.5
1,3,0,-100,7/6/2019,Los Angeles Dodgers,San Diego Padres,76.67,0.94,3.05,Adam Hamari,88,1.09,3.78,3,10,9,90,91,8,2019,K MAEDA,Pacific,Pacific,Saturday,22,National League West,National League West,NL,NL,R,R,C PADDACK,Home,-169,118,-1.5
6,3,1,134,7/6/2019,Seattle Mariners,Oakland Athletics,73.33,1.21,3.8,Kerwin Danley,106.67,1.39,4.39,2,9,9,90,93,9.5,2019,M GONZALES,Pacific,Pacific,Saturday,22,American League West,American League West,AL,AL,R,L,C BASSITT,Home,134,-117,1.5
6,0,1,25.9,7/6/2019,Washington Nationals,Kansas City Royals,40.67,1.28,5.53,John Tumpane,122.33,0.98,2.43,2,9,9,89,88,8.5,2019,M SCHERZER,Central,Eastern,Saturday,16,American League Central,National League East,AL,NL,R,R,G SPARKMAN,Home,-386,-179,-1.5
2,7,0,-100,7/6/2019,Cincinnati Reds,Cleveland Indians,102.33,1.04,3.52,Dan Bellino,80.67,1.3,4.35,1,7,8,87,86,9,2019,A DESCLAFANI,Eastern,Eastern,Saturday,16,American League Central,National League Central,AL,NL,R,R,S BIEBER,Home,116,-143,1.5
3,6,0,-100,7/6/2019,Chicago White Sox,Chicago Cubs,81,1.36,4.11,Mike Muchlinski,96,1.01,2.72,1,9,8,89,85,9,2019,L GIOLITO,Central,Central,Saturday,19,National League Central,American League Central,NL,AL,L,R,J LESTER,Home,110,-144,1.5
6,10,0,-100,7/6/2019,Detroit Tigers,Boston Red Sox,94,1.38,5.07,Andy Fletcher,45.33,1.37,5.36,2,7,10,89,85,11,2019,J ZIMMERMANN,Eastern,Eastern,Saturday,16,American League East,American League Central,AL,AL,R,R,R PORCELLO,Home,157,105,1.5
4,8,0,-100,7/5/2019,Tampa Bay Rays,New York Yankees,98.67,1.18,3.74,Hunter Wendelstedt,6,0.33,0,2,7,10,86,89,8.5,2019,B MCKAY,Eastern,Eastern,Friday,19,American League East,American League East,AL,AL,R,L,M TANAKA,Home,-106,-170,1.5
1,0,1,53.8,7/5/2019,8,Miami Marlins,23,0.96,2.35,Gabe Morales,94.67,1.35,3.99,1,9,9,86,89,10,2019,J TEHERAN,Eastern,Eastern,Friday,19,National League East,National League East,NL,NL,R,R,J YAMAMOTO,Home,-186,100,-1.5
4,9,0,-100,7/5/2019,San Francisco Giants,St Louis Cardinals,86.67,1.44,3.43,Alfonso Marquez,63.33,1.72,6.25,1,8,10,86,88,8.5,2019,D POMERANZ,Central,Pacific,Friday,22,National League Central,National League West,NL,NL,R,L,DAK HUDSON,Home,-122,-191,1.5
8,0,1,63.3,7/5/2019,15,Colorado Rockies,82,1.57,4.83,CB Bucknor,115,0.93,2.9,1,8,8,87,89,9,2019,Z GREINKE,Mountain,Mountain,Friday,21,National League West,National League West,NL,NL,R,R,A SENZATELA,Home,-158,122,-1.5
2,3,0,-100,7/5/2019,Los Angeles Dodgers,San Diego Padres,84.67,1.33,4.25,Sean Barber,92,1.07,3.23,2,10,9,89,90,8.5,2019,C KERSHAW,Pacific,Pacific,Friday,22,National League West,National League West,NL,NL,L,L,E LAUER,Home,-192,103,-1.5
4,7,0,-100,7/5/2019,Washington Nationals,Kansas City Royals,105,1.4,4.63,Nic Lentz,10.33,1.16,4.36,1,9,9,88,87,10,2019,A VOTH,Central,Eastern,Friday,19,American League Central,National League East,AL,NL,R,R,B KELLER,Home,-198,-108,-1.5
4,5,0,-100,7/5/2019,Houston Astros,Los Angeles Angels,3,1,6,John Libka,119.67,0.79,2.86,1,10,8,89,88,9,2019,J VERLANDER,Pacific,Central,Friday,20,American League West,American League West,AL,AL,R,R,N RAMIREZ,Home,-232,-123,-1.5
6,9,0,-100,7/5/2019,Detroit Tigers,Boston Red Sox,97.67,1.34,4.79,Eric Cooper,32.67,1.78,8.82,1,7,10,88,84,11,2019,R CARPENTER,Eastern,Eastern,Friday,19,American League East,American League Central,AL,AL,L,L,E RODRIGUEZ,Home,209,136,1.5
2,7,0,-100,7/5/2019,New York Mets,Philadelphia Phillies,41,1.27,4.83,Brian Gorman,103,1.1,3.32,1,9,8,88,88,8,2019,J DEGROM,Eastern,Eastern,Friday,19,National League East,National League East,NL,NL,R,R,V VELASQUEZ,Home,-209,-106,-1.5
6,7,0,-100,7/5/2019,Pittsburgh Pirates,Milwaukee Brewers,91.67,1.4,3.24,Chris Conroy,39,1.54,3.46,1,10,10,89,87,10,2019,S BRAULT,Central,Eastern,Friday,19,National League Central,National League Central,NL,NL,R,L,Z DAVIES,Home,-103,177,-1.5
1,4,0,-100,7/5/2019,Toronto Blue Jays,Baltimore Orioles,84.33,1.34,4.91,Adrian Johnson,87,1.75,6.31,1,8,9,87,89,10,2019,AA SANCHEZ,Eastern,Eastern,Friday,19,American League East,American League East,AL,AL,R,R,D BUNDY,Home,-138,136,-1.5
2,5,0,-100,7/5/2019,Seattle Mariners,Oakland Athletics,96.33,1.32,3.92,Cory Blaser,91.33,1.51,5.12,1,9,9,89,92,9.5,2019,Y KIKUCHI,Pacific,Pacific,Friday,22,American League West,American League West,AL,AL,L,L,B ANDERSON,Home,127,-121,1.5
15,6,1,54.9,7/5/2019,Minnesota Twins,Texas Rangers,59.33,1.45,5.16,Brennan Miller,80.67,1.25,3.79,1,10,9,88,87,10.5,2019,M PEREZ,Central,Central,Friday,20,American League West,American League Central,AL,AL,R,L,A SAMPSON,Home,-182,-104,-1.5
5,1,1,46.7,7/4/2019,Los Angeles Dodgers,San Diego Padres,0,0,0,Tom Hallion,103,0.9,1.83,1,9,9,88,89,8.5,2019,H RYU,Pacific,Pacific,Thursday,21,National League West,National League West,NL,NL,R,L,D LAMET,Home,-214,-105,-1.5
7,8,0,-100,7/4/2019,Toronto Blue Jays,Boston Red Sox,19.67,1.37,6.41,Chad Whitson,3.33,1.8,10.81,3,7,9,87,88,10,2019,D LAW,Eastern,Eastern,Thursday,19,American League East,American League East,AL,AL,R,R,H VELAZQUEZ,Home,119,-129,1.5
3,11,0,-100,7/4/2019,Pittsburgh Pirates,Chicago Cubs,90,1.34,4.4,Joe West,70.33,1.21,3.71,4,10,9,88,86,9.5,2019,J LYLES,Central,Eastern,Thursday,16,National League Central,National League Central,NL,NL,L,R,J QUINTANA,Home,105,-153,1.5
4,8,0,-100,7/4/2019,Kansas City Royals,Cleveland Indians,42.33,1.11,3.61,Brian Knight,80.67,1.43,5.02,3,8,9,86,87,9.5,2019,H BAILEY,Eastern,Central,Thursday,13,American League Central,American League Central,AL,AL,R,R,Z PLESAC,Home,111,-137,1.5
5,11,0,-100,7/4/2019,Chicago White Sox,Detroit Tigers,101.67,1.09,3.72,Jansen Visconti,92.67,1.58,6.12,4,9,9,83,84,9.5,2019,RE LOPEZ,Eastern,Central,Thursday,14,American League Central,American League Central,AL,AL,L,R,M BOYD,Home,-103,168,-1.5
4,5,0,-100,7/4/2019,Seattle Mariners,St Louis Cardinals,69.67,1.49,4.78,Rob Drake,3,1.67,3,3,7,8,85,91,9.5,2019,M CARASITI,Central,Pacific,Thursday,16,National League Central,American League West,NL,AL,R,R,M WACHA,Home,-100,-165,1.5
4,8,0,-100,7/4/2019,Tampa Bay Rays,New York Yankees,84.33,1.27,5.23,Ted Barrett,67.67,0.98,2.79,1,7,9,85,88,9.5,2019,Y CHIRINOS,Eastern,Eastern,Thursday,17,American League East,American League East,AL,AL,L,R,J HAPP,Home,-105,-166,1.5
1,0,1,104,7/4/2019,Cincinnati Reds,Milwaukee Brewers,102,1.14,3.79,Bruce Dreckman,98,1.15,2.48,4,9,8,88,85,9,2019,L CASTILLO,Central,Eastern,Thursday,14,National League Central,National League Central,NL,NL,R,R,B WOODRUFF,Home,104,-155,1.5
5,2,1,56.2,7/4/2019,Washington Nationals,Miami Marlins,22.33,0.99,3.63,Mark Carlson,77.67,1.26,3.82,3,8,8,85,86,10,2019,A SANCHEZ,Eastern,Eastern,Thursday,11,National League East,National League East,NL,NL,R,R,E HERNANDEZ,Home,-178,103,-1.5
7,2,1,123,7/4/2019,Oakland Athletics,Minnesota Twins,112,1.08,2.89,Lance Barrett,0,0,0,3,8,8,86,88,10,2019,TA ANDERSON,Central,Pacific,Thursday,16,American League Central,American League West,AL,AL,R,R,J BERRIOS,Home,123,-130,1.5
12,6,1,64.1,7/4/2019,8,Philadelphia Phillies,97,1.2,3.34,Paul Nauert,84.67,0.97,2.13,3,9,9,87,88,10,2019,M SOROKA,Eastern,Eastern,Thursday,19,National League East,National League East,NL,NL,R,R,Z EFLIN,Home,-156,121,-1.5
9,3,1,87,7/4/2019,Texas Rangers,Los Angeles Angels,61.67,0.99,3.79,Tom Woodring,108,1.21,4,4,9,9,88,87,11,2019,L LYNN,Pacific,Central,Thursday,20,American League West,American League West,AL,AL,R,R,G CANNING,Home,-115,158,-1.5
6,3,1,231,7/3/2019,Toronto Blue Jays,Boston Red Sox,101.33,1.03,3.82,Larry Vanover,0,0,0,2,7,9,86,87,9,2019,D PHELPS,Eastern,Eastern,Wednesday,19,American League East,American League East,AL,AL,L,R,C SALE,Home,231,153,1.5
7,5,1,64.9,7/3/2019,Chicago White Sox,Detroit Tigers,77.33,1.34,4.66,Bill Miller,0,0,0,2,8,8,81,82,9.5,2019,D CEASE,Eastern,Central,Wednesday,14,American League Central,American League Central,AL,AL,L,R,D NORRIS,Home,-154,123,-1.5
6,5,1,103,7/3/2019,Pittsburgh Pirates,Chicago Cubs,90.33,1.35,4.98,Will Little,73.67,1.44,5.5,3,10,9,87,85,9.5,2019,C ARCHER,Central,Eastern,Wednesday,19,National League Central,National League Central,NL,NL,R,R,Y DARVISH,Home,103,-155,1.5
5,7,0,-100,7/3/2019,San Diego Padres,San Francisco Giants,51.33,1.34,3.86,Jeff Nelson,31,1.35,5.23,3,11,9,87,87,8.5,2019,C QUANTRILL,Pacific,Pacific,Wednesday,21,National League West,National League West,NL,NL,R,R,S ANDERSON,Home,-145,145,-1.5
2,5,0,-100,7/3/2019,Seattle Mariners,St Louis Cardinals,76,1.33,4.5,Jeremie Rehak,107,1.27,4.63,2,7,8,84,90,9,2019,M LEAKE,Central,Pacific,Wednesday,22,National League Central,American League West,NL,AL,R,R,A WAINWRIGHT,Home,105,-147,1.5
3,4,0,-100,7/3/2019,Oakland Athletics,Minnesota Twins,86.67,1.25,4.26,Roberto Ortiz,95,1.11,3.88,2,8,8,85,87,9.5,2019,M FIERS,Central,Pacific,Wednesday,21,American League Central,American League West,AL,AL,R,R,K GIBSON,Home,-111,-171,1.5
3,0,1,67.6,7/3/2019,Cincinnati Reds,Milwaukee Brewers,72.33,1.51,5.6,Mike Estabrook,82.33,1.23,3.94,3,9,8,87,84,10.5,2019,S GRAY,Central,Eastern,Wednesday,19,National League Central,National League Central,NL,NL,R,R,J CHACIN,Home,-148,130,-1.5
6,9,0,-100,7/3/2019,Tampa Bay Rays,Baltimore Orioles,68,1.1,2.65,Lance Barksdale,38,1.08,2.13,3,8,9,86,87,8.5,2019,R STANEK,Eastern,Eastern,Wednesday,19,American League East,American League East,AL,AL,L,R,J MEANS,Home,-200,103,-1.5
2,6,0,-100,7/3/2019,Texas Rangers,Los Angeles Angels,11,1,4.09,Marty Foster,44.67,1.41,4.63,3,9,9,87,86,11,2019,A JURADO,Pacific,Central,Wednesday,20,American League West,American League West,AL,AL,R,R,J BARRIA,Home,102,-149,1.5
1,5,0,-100,7/3/2019,New York Mets,New York Yankees,68,1.15,3.97,Marvin Hudson,65.33,1.21,3.17,2,7,9,84,87,10,2019,J VARGAS,Eastern,Eastern,Wednesday,19,American League East,National League East,AL,NL,R,L,D GERMAN,Home,128,-120,1.5
0,4,0,-100,7/3/2019,Kansas City Royals,Cleveland Indians,18.33,1.09,5.89,Gerry Davis,69,1.33,4.43,2,8,9,85,86,9.5,2019,D DUFFY,Eastern,Central,Wednesday,20,American League Central,American League Central,AL,AL,R,L,M CLEVINGER,Home,136,-128,1.5
2,4,0,-100,7/3/2019,Colorado Rockies,Houston Astros,95.67,1.17,3.39,Todd Tichenor,24.67,1.46,6.57,2,8,9,87,86,13.5,2019,P LAMBERT,Central,Mountain,Wednesday,20,American League West,National League West,AL,NL,L,R,W MILEY,Home,123,-118,1.5
9,2,1,71.9,7/3/2019,8,Philadelphia Phillies,56,1.52,5.62,Fieldin Culbreth,7.67,1.96,9.39,2,9,9,86,87,10.5,2019,B WILSON,Eastern,Eastern,Wednesday,19,National League East,National League East,NL,NL,R,R,N PIVETTA,Home,-139,134,-1.5
5,4,1,47.8,7/3/2019,Los Angeles Dodgers,Arizona Diamondbacks,99,1.26,4,Victor Carapazza,97,0.96,3.43,2,9,9,88,88,8,2019,W BUEHLER,Mountain,Pacific,Wednesday,22,National League West,National League West,NL,NL,R,R,M KELLY,Home,-209,-104,-1.5
